UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
201371,"R",35498,"R",800,"R",1480,"R",35498,"R",800,"R",1480,"R",35498,"R",800,"R",1480,"R",9540,"R",250,"R",530,"R",9540,"R",250,"R",530,"R",9540,"R",250,"R",530,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",33952,"R",550,"R",34502,"R",33952,"R",550,"R",34502,"R",34716,"R",800,"R",35516,"R",35498,"R",800,"R",36298,.,.,"R",33952,"R",550,"R",34502,"R",33952,"R",550,"R",34502,"R",34716,"R",800,"R",35516,"R",35498,"R",800,"R",36298,.,.,"R",33952,"R",550,"R",34502,"R",33952,"R",550,"R",34502,"R",34716,"R",800,"R",35516,"R",35498,"R",800,"R",36298,.,.,"R",1400,"R",1400,"R",1400,"R",1600,"R",11346,"R",11346,"R",11602,"R",11866,"R",2600,"R",2600,"R",2600,"R",2750,"R",7060,"R",7790,"R",8140,"R",8930,"R",5100,"R",5590,"R",5700,"R",6050,"R",4100,"R",4590,"R",4700,"R",5050
201432,"R",5507,"R",403,"R",229,"R",5507,"R",403,"R",229,"R",13495,"R",403,"R",562,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4800,"R",359,"R",5159,"R",5390,"R",386,"R",5776,"R",5637,"R",399,"R",6036,"R",5806,"R",400,"R",6206,0,0,"R",4800,"R",359,"R",5159,"R",5390,"R",386,"R",5776,"R",5637,"R",399,"R",6036,"R",5806,"R",400,"R",6206,0,0,"R",13118,"R",359,"R",13477,"R",13379,"R",386,"R",13765,"R",13626,"R",399,"R",14025,"R",13495,"R",400,"R",13895,0,0,"R",727,"R",690,"R",710,"R",640,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10648,"R",11556,"R",12776,"R",12960,"R",4896,"R",4578,"R",5132,"R",5498,"R",4668,"R",4578,"R",5132,"R",5498
201441,"R",11010,"R",2380,"R",459,"R",11010,"R",2380,"R",459,"R",18998,"R",2380,"R",792,"R",8418,"R",1873,"R",467,"R",8418,"R",1873,"R",467,"R",14410,"R",1873,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9463,"R",2110,"R",11573,"R",10776,"R",2285,"R",13061,"R",11272,"R",2367,"R",13639,"R",11611,"R",2470,"R",14081,0,0,"R",9463,"R",2110,"R",11573,"R",10776,"R",2285,"R",13061,"R",11272,"R",2367,"R",13639,"R",11611,"R",2470,"R",14081,0,0,"R",17452,"R",2110,"R",19562,"R",18764,"R",2285,"R",21049,"R",19845,"R",2367,"R",22212,"R",19600,"R",2470,"R",22070,0,0,"R",728,"R",690,"R",710,"R",640,"R",10714,"R",10974,"R",12584,"R",11784,"R",4006,"R",4228,"R",3460,"R",5194,"R",7892,"R",7794,"R",8614,"R",11610,"R",5286,"R",4644,"R",5285,"R",5742,"R",4972,"R",5098,"R",5836,"R",6340
201469,"R",19067,"R",573,"R",660,"R",19067,"R",573,"R",660,"R",19067,"R",573,"R",660,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17982,"R",290,"R",18272,"R",18684,"R",451,"R",19135,"R",18685,"R",748,"R",19433,"R",19190,"R",352,"R",19542,.,.,"R",17982,"R",290,"R",18272,"R",18684,"R",451,"R",19135,"R",18685,"R",748,"R",19433,"R",19190,"R",352,"R",19542,.,.,"R",17982,"R",290,"R",18272,"R",18684,"R",451,"R",19135,"R",18685,"R",748,"R",19433,"R",19190,"R",352,"R",19542,.,.,"R",1800,"R",1800,"R",1800,"R",1800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3500,"R",3500,"R",3500,"R",3900,"R",1514,"R",1557,"R",1638,"R",1527,"R",1514,"R",1557,"R",1638,"R",1527
201548,"R",41298,"R",490,"R",1377,"R",41298,"R",490,"R",1377,"R",41298,"R",490,"R",1377,"R",12780,"R",490,"R",710,"R",12780,"R",490,"R",710,"R",12780,"R",490,"R",710,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",1465,"R",490,"R",1465,"R",490,"R",37978,"R",320,"R",38298,"R",38928,"R",410,"R",39338,"R",39900,"R",450,"R",40350,"R",41298,"R",490,"R",41788,.,.,"R",37978,"R",320,"R",38298,"R",38928,"R",410,"R",39338,"R",39900,"R",450,"R",40350,"R",41298,"R",490,"R",41788,.,.,"R",37978,"R",320,"R",38298,"R",38928,"R",410,"R",39338,"R",39900,"R",450,"R",40350,"R",41298,"R",490,"R",41788,.,.,"R",1600,"R",1800,"R",1800,"R",1800,"R",11716,"R",12008,"R",12308,"R",13446,"R",2440,"R",2523,"R",2524,"R",3142,"R",11360,"R",11652,"R",11652,"R",12092,"R",5088,"R",5218,"R",5218,"R",5868,"R",5250,"R",5386,"R",5386,"R",6384
201645,"R",64100,"R",578,"R",2672,"R",64100,"R",578,"R",2672,"R",64100,"R",578,"R",2672,"R",52360,"R",42,"R",2182,"R",52360,"R",42,"R",2182,"R",52360,"R",42,"R",2182,"Y",.,"Y",.,"Y",.,"Y",.,"R",83666,"R",2075,"R",83666,"R",2075,"R",69712,"R",1866,"R",69712,"R",1866,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",60800,"R",194,"R",60800,"R",194,"R",52448,"R",500,"R",52948,"R",54020,"R",512,"R",54532,"R",61040,"R",544,"R",61584,"R",64100,"R",571,"R",64671,.,.,"R",52448,"R",500,"R",52948,"R",54020,"R",512,"R",54532,"R",61040,"R",544,"R",61584,"R",64100,"R",571,"R",64671,.,.,"R",52448,"R",500,"R",52948,"R",54020,"R",512,"R",54532,"R",61040,"R",544,"R",61584,"R",64100,"R",571,"R",64671,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",16080,"R",16482,"R",17040,"R",18202,"R",1900,"R",1900,"R",1900,"R",2000,"R",9260,"R",9390,"R",10048,"R",10750,"R",1900,"R",1900,"R",1900,"R",2000,"R",4170,"R",4170,"R",4170,"R",4326
201654,"R",35878,"R",200,"R",1358,"R",35878,"R",200,"R",1358,"R",35878,"R",200,"R",1358,"R",10602,"R",125,"R",589,"R",10602,"R",125,"R",589,"R",10602,"R",125,"R",589,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",1577,"R",800,"R",1577,"R",800,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",32364,"R",200,"R",32564,"R",33174,"R",200,"R",33374,"R",34498,"R",200,"R",34698,"R",35878,"R",200,"R",36078,.,.,"R",32364,"R",200,"R",32564,"R",33174,"R",200,"R",33374,"R",34498,"R",200,"R",34698,"R",35878,"R",200,"R",36078,.,.,"R",32364,"R",200,"R",32564,"R",33174,"R",200,"R",33374,"R",34498,"R",200,"R",34698,"R",35878,"R",200,"R",36078,.,.,"R",1298,"R",1330,"R",1400,"R",1516,"R",7922,"R",8120,"R",8400,"R",9094,"R",2492,"R",2560,"R",2694,"R",2916,"R",7922,"R",8120,"R",8400,"R",9094,"R",2492,"R",2560,"R",2694,"R",2916,"R",2492,"R",2560,"R",2694,"R",2916
201672,"R",5136,"R",0,"R",214,"R",5136,"R",0,"R",214,"R",7896,"R",0,"R",329,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4776,"R",0,"R",4776,"R",4896,"R",0,"R",4896,"R",5016,"R",0,"R",5016,"R",5136,"R",0,"R",5136,.,.,"R",4776,"R",0,"R",4776,"R",4896,"R",0,"R",4896,"R",5016,"R",0,"R",5016,"R",5136,"R",0,"R",5136,.,.,"R",7536,"R",0,"R",7536,"R",7656,"R",0,"R",7656,"R",7776,"R",0,"R",7776,"R",7896,"R",0,"R",7896,.,.,"R",1008,"R",1008,"R",1104,"R",1104,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7632,"R",7784,"R",8160,"R",8648,"R",4464,"R",4776,"R",4416,"R",4200,"R",4464,"R",4776,"R",4416,"R",4200
201690,"R",5404,"R",2420,"R",324,"R",5404,"R",2420,"R",324,"R",7404,"R",2420,"R",454,"R",8100,"R",200,"R",450,"R",8100,"R",200,"R",450,"R",9900,"R",200,"R",550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4576,"R",2420,"R",6996,"R",4842,"R",2420,"R",7262,"R",5176,"R",2420,"R",7596,"R",5404,"R",2420,"R",7824,.,.,"R",4576,"R",2420,"R",6996,"R",4842,"R",2420,"R",7262,"R",5176,"R",2420,"R",7596,"R",5404,"R",2420,"R",7824,.,.,"R",6576,"R",2420,"R",8996,"R",6842,"R",2420,"R",9262,"R",7176,"R",2420,"R",9596,"R",7404,"R",2420,"R",9824,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",10480,"R",10480,"R",12200,"R",11390,"R",1500,"R",1500,"R",1500,"R",1600,"R",10880,"R",10480,"R",12200,"R",11390,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400
201803,"R",11050,"R",1839,"A",.,"R",11050,"R",1839,"A",.,"R",11050,"R",1839,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6800,"R",1400,"R",8200,"R",6800,"R",1400,"R",8200,"R",6800,"R",1400,"R",8200,"R",11050,"R",1839,"R",12889,.,.,"R",6800,"R",1400,"R",8200,"R",6800,"R",1400,"R",8200,"R",6800,"R",1400,"R",8200,"R",11050,"R",1839,"R",12889,.,.,"R",6800,"R",1400,"R",8200,"R",6800,"R",1400,"R",8200,"R",6800,"R",1400,"R",8200,"R",11050,"R",1839,"R",12889,.,.,"R",1700,"R",1700,"R",1700,"R",1700,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",6000,"R",6000,"R",6000,"R",5000,"R",5000,"R",5000,"R",5000,"R",6500,"R",6500,"R",6500,"R",6500
201821,"R",17325,"R",657,"R",504,"R",17325,"R",657,"R",504,"R",17325,"R",657,"R",504,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14281,"R",1100,"R",15381,"R",15289,"R",1116,"R",16405,"R",15345,"R",1127,"R",16472,"R",15296,"R",1098,"R",16394,.,.,"R",14281,"R",1100,"R",15381,"R",15289,"R",1116,"R",16405,"R",15345,"R",1127,"R",16472,"R",15296,"R",1098,"R",16394,.,.,"R",14281,"R",1100,"R",15381,"R",15289,"R",1116,"R",16405,"R",15345,"R",1127,"R",16472,"R",15296,"R",1098,"R",16394,.,.,"R",2250,"R",1800,"R",1800,"R",1800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9100,"R",9100,"R",9100,"R",9100,"R",7500,"R",6000,"R",6000,"R",6000,"R",6000,"R",6000,"R",6000,"R",6000
201867,"R",21150,"R",3160,"A",.,"R",21150,"R",3160,"A",.,"R",21150,"R",3160,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
201885,"R",11228,"R",1678,"R",468,"R",11228,"R",1678,"R",468,"R",26562,"R",1678,"R",1107,"R",13224,"R",1678,"R",662,"R",13224,"R",1678,"R",662,"R",24996,"R",1678,"R",1408,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",33934,"R",1678,"R",52792,"R",1678,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",22740,"R",1678,"R",35668,"R",1678,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",22332,"R",1678,"R",27332,"R",1678,"R",10460,"R",1678,"R",12138,"R",10920,"R",1678,"R",12598,"R",11498,"R",1678,"R",13176,"R",11892,"R",1678,"R",13570,0,0,"R",10460,"R",1678,"R",12138,"R",10920,"R",1678,"R",12598,"R",11498,"R",1678,"R",13176,"R",11892,"R",1678,"R",13570,0,0,"R",25794,"R",1678,"R",27472,"R",26254,"R",1678,"R",27932,"R",26862,"R",1678,"R",28540,"R",28904,"R",1678,"R",30582,0,0,"R",1200,"R",1200,"R",1200,"R",1300,"R",11874,"R",12288,"R",12852,"R",13048,"R",2938,"R",2938,"R",2938,"R",5424,"R",11874,"R",12288,"R",12852,"R",17232,"R",4334,"R",4334,"R",4334,"R",6930,"R",2100,"R",2100,"R",2100,"R",5424
201928,"R",4410,"R",990,"R",184,"R",4410,"R",990,"R",184,"R",8811,"R",990,"R",367,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4050,"R",990,"R",5040,"R",4050,"R",990,"R",5040,"R",4284,"R",990,"R",5274,"R",4410,"R",990,"R",5400,.,.,"R",4050,"R",990,"R",5040,"R",4050,"R",990,"R",5040,"R",4284,"R",990,"R",5274,"R",4410,"R",990,"R",5400,.,.,"R",8100,"R",990,"R",9090,"R",8100,"R",990,"R",9090,"R",8568,"R",990,"R",9558,"R",8811,"R",990,"R",9801,.,.,"R",3843,"R",3843,"R",3843,"R",2169,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5130,"R",5130,"R",5130,"R",5130,"R",2997,"R",2997,"R",2997,"R",2808,"R",2997,"R",2997,"R",2997,"R",2808
201946,"R",5712,"R",736,"R",249,"R",5712,"R",736,"R",249,"R",12944,"R",736,"R",615,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5128,"R",736,"R",5864,"R",5350,"R",736,"R",6086,"R",5628,"R",736,"R",6364,"R",5818,"R",736,"R",6554,0,0,"R",5128,"R",736,"R",5864,"R",5350,"R",736,"R",6086,"R",5628,"R",736,"R",6364,"R",5818,"R",736,"R",6554,0,0,"R",12360,"R",736,"R",13096,"R",12582,"R",736,"R",13318,"R",12860,"R",736,"R",13596,"R",13050,"R",736,"R",13786,0,0,"R",1200,"R",1200,"R",1200,"R",1300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11874,"R",12288,"R",12852,"R",17232,"R",4334,"R",4334,"R",4334,"R",6930,"R",2100,"R",2100,"R",2100,"R",4518
201955,"R",6161,"R",736,"R",258,"R",6161,"R",736,"R",258,"R",14959,"R",736,"R",624,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5520,"R",736,"R",6256,"R",5756,"R",736,"R",6492,"R",6054,"R",736,"R",6790,"R",6256,"R",736,"R",6992,0,0,"R",5520,"R",736,"R",6256,"R",5756,"R",736,"R",6492,"R",6054,"R",736,"R",6790,"R",6256,"R",736,"R",6992,0,0,"R",14318,"R",736,"R",15054,"R",14554,"R",736,"R",15290,"R",14852,"R",736,"R",15588,"R",15054,"R",736,"R",15790,0,0,"R",1200,"R",1200,"R",1200,"R",1300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11874,"R",12288,"R",12852,"R",17232,"R",4334,"R",4334,"R",4334,"R",6930,"R",2100,"R",2100,"R",2100,"R",4518
201964,"R",16640,"R",1350,"R",425,"R",16640,"R",1350,"R",425,"R",16640,"R",1350,"R",425,"R",11328,"R",500,"R",472,"R",11328,"R",500,"R",472,"R",11328,"R",500,"R",472,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20640,"R",1350,"R",21990,"R",21156,"R",1350,"R",22506,"R",21700,"R",1350,"R",23050,"R",22350,"R",1350,"R",23700,.,.,"R",20640,"R",1350,"R",21990,"R",21156,"R",1350,"R",22506,"R",21700,"R",1350,"R",23050,"R",22350,"R",1350,"R",23700,.,.,"R",20640,"R",1350,"R",21990,"R",21156,"R",1350,"R",22506,"R",21700,"R",1350,"R",23050,"R",22350,"R",1350,"R",23700,.,.,"R",1500,"R",1500,"R",1200,"R",1200,"R",8568,"R",8784,"R",9230,"R",9612,"R",3150,"R",2150,"R",2150,"R",2350,"R",7500,"R",6160,"R",6270,"R",9300,"R",3150,"R",2150,"R",2150,"R",2350,"R",3150,"R",2150,"R",2150,"R",2350
201973,"R",3536,"R",737,"R",175,"R",3536,"R",737,"R",175,"R",7072,"R",737,"R",323,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3296,"R",736,"R",4032,"R",3296,"R",736,"R",4032,"R",3416,"R",736,"R",4152,"R",3463,"R",737,"R",4200,.,.,"R",3296,"R",736,"R",4032,"R",3296,"R",736,"R",4032,"R",3416,"R",736,"R",4152,"R",3463,"R",737,"R",4200,.,.,"R",6592,"R",736,"R",7328,"R",6592,"R",736,"R",7328,"R",6832,"R",736,"R",7568,"R",7072,"R",737,"R",7809,.,.,"R",1008,"R",1008,"R",1424,"R",1464,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6080,"R",6080,"R",8144,"R",12264,"R",5616,"R",5616,"R",4240,"R",5616,"R",2720,"R",2720,"R",3040,"R",3208
